subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
ME,4624,Finite Element Practice in Mechanical Design,3,"Application of the finite element method to stress analysis problems in mechanical design.  Modeling techniques, proper use of existing computer programs, interpreting of results, application to design modification.",ME 3624,,"(3 Lec, 3 Crd)",
ME,4634,Introduction to Computer-aided Design and Manufacturing,3,"Participants will study the computer-aided design and manufacturing of mechanical systems.  A mechanical system will be designed including preliminary design, analysis, detail design, numerical control programming, and documentation.  Applications programs will be written and interfaced to the CAD/CAM database.  All assignments will be carried out on a CAD/CAM system.",ME 3024,,"(2 Lec, 3 Lab, 3 Crd)",
ME,4644,Introduction to Rapid Prototyping,3,"Participants will study topics fundamental to rapid prototyping and automated fabrication, including the generation of suitable CAD models, current rapid prototyping fabrication technologies, their underlying material science, the use of secondary processing, and the impact of these technologies on society.  The rapid prototyping process will be illustrated by the actual design and fabrication of a part.  Programming skills required.",ME 3024,,"(3 Lec, 3 Crd)",
ME,4654,Optimization Techniques in Engineering,3,Fundamental mathematical concepts for optimization and optimality conditions. Classification of optimization techniques/problems in engineering. Concepts of forward and inverse design. Linear programming. Step-size calculation methods. Search direction calculation methods. 1st and 2nd order gradient-based algorithms. Evolutionary strategies for optimization. Pattern search/genetic algorithm. Sensitivity analysis. Reliability-based and robustness-based optimization.,ME 2004 or ( AOE 2074 and CS 1044 and CS 1054 and CS 1064 and CS 1114 and CS 1124 and ECE 1574),,"(3 Lec, 3 Crd)",
ME,4664,Introduction to Global Collegiate Engineering Design,3,"Participants will study topics fundamental to global collaborative engineering design, product data management, and collaborative product data management.  These topics will be applied during a team project with team members located overseas, utilizing state-of-the-art collaborative engineering and product data management software and hardware technologies.  Partially duplicates 5664.  Credit may only be received for one course.",ME 3024,,"(3 Lec, 3 Crd)",
ME,4674,Materials Selection in Mechanical Design,3,"Systematic approach to materials selection accounting for market need, functional requirements, shape, safety, cost and environmental issues. Overview of design process, material property charts, material indices, selection of materials with multiple constraints and/or conflicting objectives, shape factors, design considerations in hybrid materials, environmental issues as well as several case studies.",ESM 2204 and MSE 2034,ME 3624,"(3 Lec, 3 Crd)",
ME,4684,Industrial Internet of Things,3,"Theory and applications of Industrial Internet of Things (IIoT). Industrial data flow, devices and network in manufacturing. Basics for IIoT architecture and implementation of IIoT solutions with cloud computing platforms and OEM IIoT platforms. Device connection, data transfer and application of diagnostics, maintenance, and predictive data analytics on IIoT platforms.",ME 3534 or ( CS 1044 or CS 1054 or CS 1064 or CS 1114 ),,"(3 Lec, 3 Crd)",
ME,4724,Engineering Acoustics,3,"Basic acoustical theory and practice, acoustic terminology, measurement, transmission, and perception of sound, muffler design, noise control techniques.",ME 3524,,"(3 Lec, 3 Crd)",
ME,4734,Robotics  and  Mechatronics Seminar,1,"Topics in robotics and mechatronics. Invited lectures from industry, government organizations and universities. Recent research results, developments and challenges, providing a global and social context for the topics.",ME 3534 and ECE 3254,,"(1 Lec, 1 Crd)",
ME,4744,Mechatronics: Theory and Application,4,"Electromechanical design and control applications. Theory, modeling, simulation, analysis, design and building of electronic interfaces and controllers; sensors and actuators; software development, micro-controller technology, and applications. Design Lab/Studio.",ME 3534 and ( ECE 3254 or ME 3704 ) and ( CS 1044 or CS 1114 ),,"(3 Lec, 2 Lab, 4 Crd)",
ME,4754,Mechatronics: Advanced Topics and Application,3,"Electromechanical design and control applications. Design and building of electronic interfaces and controllers including sensors, actuators, signal acquisition, filtering, and conditioning for applications. Systems integration with wireless communication; image processing; embedded programs for data acquisition and feedback control applications.",ME 4744,,"(3 Lec, 3 Crd)",
ME,4764,Audio Engineering Technology,3,"Principles and design in the field of audio engineering. Loudspeaker design and construction, microphone technology, digital audio acquisition, signal processing in audio engineering, human perception, technical acoustics, binuaral hearing, surround sound processing and production, theory, measurement, and reproduction of 3D surround sound, virtual instrument theory and practice, room acoustics and simulation, principles of audio effects (e.g., compression, reverberation, equalization), and acoustic materials engineering.",ME 3524 and ME 3534,,"(3 Lec, 3 Crd)",
ME,4824,Introduction to Human-Robot Interaction,3,"Formalizing interaction between robots and humans. Developing learning and control algorithms that enable robots to seamlessly and intelligently collaborate with humans. Mathematical approaches to human-robot interaction, learning from demonstration, Bayesian inference, intent detection, safe and optimal control, assistive autonomy, and user study design. Review and present existing literature.",ME 4524,,"(3 Lec, 3 Crd)",
ME,4854,Nano and Micromechanics of Materials,3,"Analysis of microstructural mechanics, crystal structures, defects, and dislocations. Mechanical behavior of crystalline materials at the microscale.  Computational modeling of mechanical behavior in discrete atomistic and molecular systems, including molecular dynamics.  Application of these methods to polymers and other soft materials, biological materials, carbon-based materials, and metallic alloys.",ESM 2204,,"(3 Lec, 3 Crd)",
ME,4864,Micro/Nano-Robotics,3,"Overview of Micro/Nano-robotic systems. Physics of reduced length scales (scaling effects in the physical parameters, surface forces, contact mechanics, and Micro/Nano-scale dynamical phenomena), Basics of Micro/Nano-manufacturing, microfabrication and soft lithography, Biomimetic design strategies for mobile micro-robots, Principle of transduction, material properties and characteristics of Micro/Nano-actuators (piezoelectric, shape-memory alloy, and a variety of MEMS and polymer actuators), Control requirements and challenges of Micro/Nano-actuators, Micro/Nano sensors for mobile microrobotic applications, Micro/Nano-manipulation (scanning probe microscopy, operation principles, designing experiments for nanoscale mechanical characterization of desired samples).",ME 3414 and ME 3624 and ME 3534,,"(3 Lec, 3 Crd)",
ME,4974,Independent Study,1-19,,,,Variable credit course,
ME,4974H,Independent Study,1-19,Honors,,,Variable credit course,
ME,4984,Special Study,1-19,,,,Variable credit course,
ME,4984A,Special Study,1-19,,,,Variable credit course,1A Discourse Advanced
ME,4994,Undergraduate Research,1-19,,,,Variable credit course,
ME,4994H,Undergraduate Research,1-19,,,,Variable credit course,
MGT,1064,Entrepreneurs Residence Experience,3,"Introduces students in the Innovate Living Learning Community to the various aspects of the entrepreneurial ecosytem at Virginia Tech and familiarizes them with common business terminology in the field.  Discover the difference between ideas and entrepreneurial opportunities and relate current business events to topics in the course, including specific entrepreneurial opportunities.  Provides weekly opportunities to interact with and learn from visiting entrepreneurs through various methods (i.e. fireside chats, dinners, and speaking events) to enhance learning outside of the classroom and build confidence in engaging with seasoned professionals.  Discusses entrepreneurial ideas and current opportunities and applies learning to create and deliver an effective, individual startup concept pitch.",,,"(3 Lec, 3 Crd)",
MGT,1104,Foundations of Business,3,"Introduces students to the free enterprise system and the various business functions, such as management, human resources, marketing, operations, accounting and finance, technology as well as to the different types of business such as manufacturing and service.  Analyzes the various business functions to help improve understanding of career interests and opportunities, as well as to provide a basic understanding of how a company operates.  Applies learning through a group project in which a micro-business is created and managed.",,,"(3 Lec, 3 Crd)",
MGT,1935,Fundamentals of Cadet Professional Leadership,2,"1935: Foundational course of the Virginia Tech Corps of Cadets Citizen-Leader Program. Explores basic business etiquette and introduces the cadet to concepts of online professional identity, basic career preparation, resume writing, basic interviewing techniques and ways to create a healthy nutrition and physical fitness program. Includes a comprehensive physical fitness laboratory. Membership in the Corps of Cadets is required. 1936: Introduces methodologies for efficient and effective leadership, explores options for multiple career paths, basic business etiquette, opportunity to attend leadership conferences and field trips to local businesses. Prepares cadets for leadership positions in their sophomore year. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,1936,Fundamentals of Cadet Professional Leadership,2,"1935: Foundational course of the Virginia Tech Corps of Cadets Citizen-Leader Program. Explores basic business etiquette and introduces the cadet to concepts of online professional identity, basic career preparation, resume writing, basic interviewing techniques and ways to create a healthy nutrition and physical fitness program. Includes a comprehensive physical fitness laboratory. Membership in the Corps of Cadets is required. 1936: Introduces methodologies for efficient and effective leadership, explores options for multiple career paths, basic business etiquette, opportunity to attend leadership conferences and field trips to local businesses. Prepares cadets for leadership positions in their sophomore year. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,1945,Fundamentals of Cadet Leadership,2,"Foundational course of the Virginia Tech Corps of Cadet Leader Development Program. Explores self-understanding, personality types, active and passive followership, leadership and ethical theories. A laboratory introduces freshmen cadets to academic success strategies. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,1946,Fundamentals of Cadet Leadership,2,"Continued emphasis on self-understanding and followership. Introduces adversarial and positive leadership models, hazing statutes and leadership case studies. Prepares cadets for leadership positions in their sophomore year. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,1984,Special Study,1-19,,,,Variable credit course,
MGT,2064,Foundations of Entrepreneurship,3,"Introduction to the study and practice of entrepreneurship in a human-centered context. Examination of the influence of different cultures, institutions, and global factors and the role of human values, beliefs and behaviors on modes of entrepreneurial action. Application of theories and methods of entrepreneurial opportunity identification within the contexts of human behavior, social institutions and/or patterns of culture to generate ideas for new ventures and application of design-thinking theories and concepts in a field-based, experiential learning project to design, iterate and validate a value proposition and business model for a new venture.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 6D Critique & Prac in Design, 11 Intercultural&Global Aware."
MGT,2104,Careers in Management,1,"Career opportunities associated with the Management major’s three options: Human Resource Management (HRM), Management Consulting and Analytics (MCA), and Entrepreneurship, Innovation and Technology (EIT). Analyzes the current job markets and opportunities for these career paths. Creating effective resumes and cover letters and researching and networking with targeted firms. Experience scenarios of informational, behavioral, case interviews, and elevator pitch presentations. Incorporate real life perspective through guest speakers who are industry experts and local field visits. Pre: Sophomore and Junior Management majors and business undecided only. Pass/Fail only.",,,"(1 Lec, 1 Crd)",
MGT,2114,Principles of Project Management,3,"Broad and comprehensive overview of project management (PM) with emphasis on its application in organizations. Tools, techniques, and evaluative frameworks that are intended to solve problems and execute organizational strategy. Emphasizes project lifecycle and introduces multiple PM approaches and technologies. Change management evaluation and project manager role in implementing related strategies. Assessment of project financial performance, impact, and risk.",MGT 1064 or MGT 1104,,"(3 Lec, 3 Crd)",
MGT,2204,Global Business of Pop Culture,3,"Analyze the global business of pop culture through a semester-long case study of a selected pop culture industry. Investigate how social, historical, political, and economic forces shape, and are shaped by, business-decision making at local and global scales. Emphasis on business-decision making by pop culture entities reflecting how they have (or have not) responded over time to changing power dynamics and inequity in the macroenvironment (e.g., reimagined social identities and expectations, accelerated globalization and market access, political unrest, etc.). Use project-based learning to assess past strategic decisions from multiple, intersecting perspectives (e.g., social, historical, political, economic, etc.) and make recommendations about market-based decisions.",,,"(3 Lec, 3 Crd)","2 Critical Thinking Humanities, 7 Identity & Equity in U.S., 11 Intercultural&Global Aware."
MGT,2314,Introduction to International Business,3,"Fundamental concepts of international business. International business environment and how it affects decisions, the creation of competitive advantage in the multinational firm, and complexities of managing it.  Why international businesses exist, drivers of international expansion, differences among countries in terms of political, legal, economic, technological and cultural dimensions, and the complexity of international business decisions.  Causes and consequences of globalization, international trade, and analyzing the challenges of managing international business, with a focus on a number of industries, including hospitality and tourism. Operational, strategic, and ethical issues which are unique to multinational corporations.",,,"(3 Lec, 3 Crd)",
MGT,2354,"Teams, Leadership, and Business: Cultivating Excellence",3,"Explores a broad range of concepts and theories important for a basic understanding of team leadership, including organizational behavior, motivation, conflict management, business engagement and stakeholders. Semester-long, service-learning assignment and case analyses to evaluate practical applications of exceptional leadership practices and team skills. Examines different cultures and values found within a team and business and challenges of diversity and inclusion in team settings. Pre: Sophomore standing.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
MGT,2504,Sustainable Business Management,3,"Foundational study and practice of sustainability and social issues in a business management context. Uses the emerging environmental, social, and governance (ESG) framework to explore the historical context of sustainability in business, influential ESG stakeholders, business commitments towards “net zero” status, business’ role in creating and mitigating environmental impact of greenhouse gas emissions (GHG’s), profitability of sustainable businesses, relevant government policy and regulation, ESG measurement and reporting, innovation and competitive advantage, sustainable supply chain management, sustainable business models, embedding sustainability into strategy, and how managers conceptualize and initiate ESG programming.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 10 Ethical Reasoning"
MGT,2614,Foundations of Management Consulting and Data Analytics,3,"Provides students with a fundamental understanding of management consulting as an industry, the consulting process, and success-factors for providing value-adding consulting services. Examines financial and other key concepts that successful management consultants need to master to provide insight and value to their customers. Provides a comprehensive overview of new and emerging technologies impacting the consulting industry and consulting skills in data analytics, data sense-making and data visualization.",MGT 1104 or MGT 1064,,"(3 Lec, 3 Crd)",
MGT,2935,Career Planning for Cadets,2,"2935: Cadets in this class learn the basic of business networking, developing presentations, professional mentorship, personal finance, and investments, advanced nutrition and living a healthy lifestyle. A physical fitness laboratory complements the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,2936,Career Planning for Cadets,2,"2936: Cadets in the class learn about careers in public service, leadership through service learning, personal investment strategies, ethical business leadership, explore opportunities for public service, and participate in leadership conference. A physical fitness laboratory complements the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,2945,Small Unit Leadership for Cadets,1,"Prepares cadets for responsibilities as small unit leaders. Builds on the previous years knowledge to focus on skills and knowledge necessary to lead small units. Introduces cadets to the importance of communication, includes basic counseling techniques, disciplinary actions, conflict resolution, cadet regulations and leadership case studies. Membership in the Corps of Cadets is required.",,,"(1 Lec, 1 Crd)",
MGT,2946,Small Unit Leadership for Cadets,1,"Prepares cadets for organizational leadership. Teaches skills and knowledge necessary to effectively lead a mid- level organization. Includes practical counseling techniques using the cadet counseling form, the leaders toolbox, the cadet disciplinary system, mentor program, and conflict resolution. Includes instruction on the Senior Sergeant Selection Process. Membership in the Corps of Cadets is required.",,,"(1 Lec, 1 Crd)",
MGT,2954,Business Study Abroad,1-19,This course provides students with an international business experience. It is only offered as part of a program outside of the United States. Students will learn from the structured educational experience developed by the faculty leader. This course is intended for students who want to take management-related free electives. Pre: Instructors consent and the completion of 24 semester hours with a minimum GPA of 3.0 or departmental consent.,,,Variable credit course,
MGT,2964,Field Study,1-19,,,,Variable credit course,
MGT,2984,Special Study,1-19,,,,Variable credit course,
MGT,2984G,Special Study,1-19,,,,Variable credit course,7 Identity & Equity in U.S.
MGT,2984O,Special Study,1-19,,,,Variable credit course,5F Quant & Comp Thnk Found.
MGT,3064,Cornerstones of Entrepreneurship and Innovation,3,Provides a cornerstone foundation for the understanding of entrepreneurship and the business innovation process exposing students to fundamental business concepts applied and integrated in these arenas. An examination of value creation through entrepreneurship and the rudiments of new ventures are provided helping students develop an entrepreneurial frame of mind and perspective. Pre: Completion of 45 credit hours and two CLE Area 5 courses.,MGT 2064,,"(3 Lec, 3 Crd)",
MGT,3074,Social Entrepreneurship,3,"Provides a foundation for how social entrepreneurs use and combine resources to pursue opportunities that lead to social change and/or address social needs. An examination of the nature of social entrepreneurship and its various practices is provided, helping students develop an entrepreneurial frame of mind and prepare them to act as effective leaders of social change.",MGT 2064,,"(3 Lec, 3 Crd)",
MGT,3084,"Digital Entrepreneurship, Innovation, and Product Development",3,"Technology-based and digital entrepreneurship in startups, corporate, and public-sector organizations. Course activities in commercialization and resource mobilization strategies for the development of new digital technologies. Data-driven assessment and pursuit of entrepreneurial opportunities in digital environments, including cybersecurity, artificial intelligence, blockchain technologies, biotechnology, and other emerging new technologies.",MGT 2064,,"(3 Lec, 3 Crd)",
MGT,3094,Global Entrepreneurship,3,"Global entrepreneurship and venture creation strategies in intercultural global perspectives. Identifies the global entrepreneurial core competencies, applies formal global thinking concepts, and uses integrative problem-solving tools in global entrepreneurial opportunity contexts. Analyze the value proposition of a new venture model across national boundaries. Builds framework for understanding the entrepreneurial process in global contexts. Blends theory with practical experiences in global business contexts to explore and research global entrepreneurial process and environment.",MGT 2064,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 11 Intercultural&Global Aware."
MGT,3304,Management Theory and Leadership Practice,3,"Introduces the student to a broad range of concepts, theories and practices important for a basic understanding of management. Includes the functions of management, roles of managers in organizations, and tools and techniques for managing organizational performance. Focus on the global environment in which today's managers must effectively and ethically lead organizations. Pre: Sophomore standing.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 10 Ethical Reasoning"
MGT,3324,Organization Behavior,3,"This course examines the determinants and consequences of human behavior in formal organizations.  Specific focus is on the individual, interpersonal, and group processes which underlie all the human dynamics.",,3304 or 3404.,"(3 Lec, 3 Crd)",
MGT,3334,Managing Human Resources,3,"Examines the strategies, policies, and practices associated with effectively managing human resources. Designed to provide future managers with tools and techniques to acquire, develop, reward, and retain employees within the legal and social context of todays organizations. Emphasizes how managing human resources can contribute to organizational effectiveness in a variety of industrial and organizational settings.",MGT 3304 or MGT 3404,,"(3 Lec, 3 Crd)",
MGT,3344,"Employee & Labor Relations Law, Bargaining, and Dispute Resolution",3,"Historical, legal, social, and economic forces that shape employment relationships in the U.S. Labor and employment laws and how they apply in specific cases. Anticipate and respond to a union organizing campaign. Employment contract bargaining and dispute resolution in union and nonunion settings. Compare U.S. private sector, public sector, and international employee and labor relations laws and institutions. Debate contemporary employee relations’ events and issues using critical thinking and ethical reasoning.",,,"(3 Lec, 3 Crd)",
MGT,3404,Principles of Management,3,"Management concepts, theories, and practices for the effective and successful operation of modern organizations. Four functions of management and the activities involved in each function. Importance of ethical management practices in the effective operation of global business organizations, including entrepreneurial ventures. Individuals and group behaviors in the workplace, as well as methods to improve workplace performance.Duplicates some material in MGT 3304 . Course credit will not be awarded for both MGT 3304 and MGT 3404 .",MGT 1104 or MGT 1064,,"(3 Lec, 3 Crd)",
MGT,3414,Talent and Organizational Development,3,"Talent development systems and their strategic support of organizational learning, performance management process, a high-performing workforce, and organizational success.  Foundational elements of talent development, including performance management process equity in evaluation and interviews. Emerging talent and organizational development trends and technologies. Talent development and performance management analytics to identify organizational talent capacity to meet current and future workplace needs. Organizational and talent development learning plans within talent-centered cultures in diverse organizational contexts. Emerging issues in learning, performance management, and talent development. Client projects, guest speakers from the field, and contemporary case studies.",MGT 3304 or MGT 3404,,"(3 Lec, 3 Crd)",
MGT,3424,"Strategic Talent Planning, Acquisition, and Analytics",3,"Strategic talent planning, acquisition, and analytics within organizations. Alignment of talent planning and acquisition strategies with legal and social contexts, organizational goals, equity, and firm performance. Identification and analysis of key human capital data to inform talent acquisition decisions. Impact of talent planning decisions on acquisition and selection decisions, job design, internal workforce mobility, retention and succession planning for immediate and long-term outcomes. Emerging trends impacting field of human resources and specific to these topics.",MGT 3304 or MGT 3404,,"(3 Lec, 3 Crd)",
MGT,3444,Multicultural Diversity in Organizations,3,"Evaluates the impact of multicultural diversity on the employees work experience and on organizational processes/ performance. Students analyze and discuss theories and practices related to the business case for diversity, exploring the processes through which multicultural diversity (both domestic and international) affects the organization and its stakeholders. Topics include multicultural diversity theories, legislation, interpersonal and international differences, cultural intelligence, and organizational practices. Pre: Junior Standing. (3H,3C)",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 7 Identity & Equity in U.S., 11 Intercultural&Global Aware."
MGT,3604,Managerial Analytics,3,"Digital tools to analyze managerial data ranging from productivity  data to large scale, organizational databases. Three themes: (1) analyzing and improving productivity using digital tools; (2) applying exploratory data tools; (3) improving organizational collaboration, analysis, and knowledge sharing using relational databases.",,3304 or 3404.,"(3 Lec, 3 Crd)",
MGT,3614,Strategy and Competition Analytics,3,"Develops concepts and techniques for analyzing and formulating strategy in a variety of business environments. Focuses on research, data, and analysis related to the key players in the environment from both a competitive and cooperative perspective. Basic frameworks for analysis include mapping the objectives and constraints of the players, and modeling the pattern of interaction among the players. Provides an in-depth exposure to the theory and tools of strategy analysis and practice in their management consulting application.",,,"(3 Lec, 3 Crd)",
MGT,3754,Management Internships  and  Career Development,3,"Guided experience in work environments and job search. Through unpaid internships, students have the opportunity to view the inner workings of businesses first hand while working on organizationally meaningful assignments.  Class activities prepare students for conducting effective job searches.",MGT 3304 or MGT 3404,,"(1 Lec, 6 Lab, 3 Crd)",
MGT,3804,Topics for Cadet Global Leadership Studies,3,Analyzes historic and current leadership challenges using specific military campaigns for context. Covers national and military objectives and various instruments of national power in relation to national security. Travel to relevant country and battlefields for experiential learning. May be repeated with different content for a maximum of six (6) credit hours.,,,"(3 Lec, 3 Crd)",
MGT,3844,DCTC 301 – Fundamentals of Civilian Service in the DoD,2,"Introduce students to the Defense Civilian Training Corps program, including the Department of Defense (DoD) use of innovation, critical technology, and successful teamwork to provide solutions to future national security challenges.  Topics include DoD organization, authorities, and relationships with the executive and legislative branches; introduction to DoD policies and the policy development process; overview of federal personnel management and training; analysis of innovation and acquisition ecosystems to develop operational capability; application of critical technologies to further the DoD strategic mission; demonstration of how diverse, multidisciplinary teams provide solutions to future national security challenges. Pre: Students must be a part of the DCTC program to enroll.",,,"(2 Lec, 2 Crd)",
MGT,3854,DCTC 302 – Exploration of the DOD Acquisition Environment,2,"Introduce students to the basic acquisition processes of the Department of Defense.  Topics include: overview of federal purchasing principles, project management, and risk management; employment of systems engineering in the acquisition process; use of science and technology to support military operations; responsibilities to hold a DoD security clearance; and understanding the importance of ethical decision-making by government employees.  Pre: Students must be a part of the DCTC program to enroll.",MGT 3844,,"(2 Lec, 2 Crd)",
MGT,3874,The European Business Environment,3,"Political, legal, economic, socio-cultural, technological and environmental issues and policies affecting the operation and strategies of foreign companies in Europe. Business operations inside and outside the European Union. Impact of EU policies and the EU legal framework on business strategies and policies of non-EU companies. Business strategy for the European market, marketing and human resources management in Europe, and corporate governance and control in Europe. Pre: Junior Standing.",,,"(3 Lec, 3 Crd)",
MGT,3935,Advanced Professional Development for Cadets,2,"3935: Cadets in this learn about the mentor-protege relationship; resolving team conflicts; diversity in the workplace; standards of business conduct, dining etiquette; and maintaining a healthy lifestyle. A physical fitness laboratory compliments the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,3936,Advanced Professional Development for Cadets,2,"3936: Cadets in the class learn about business challenges from panels of experts in various career fields, business problem solving, speaking before a business audience, business writing, preparing for an internship and participation in a leadership conference. A physical fitness laboratory complements the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,3945,Cadet Organizational Leadership,1,"Prepares junior class cadets for responsibilities as senior sergeants. Builds on the previous years knowledge of small unit leadership. Introduces cadets to decision making, writing decision papers/executive summaries, project management, public speaking, and refinement of their personal leadership philosophy. Membership in the Corps of Cadets is required.",,,"(1 Lec, 1 Crd)",
MGT,3946,Cadet Organizational Leadership,1,Prepares junior calss cadets for the role of responsibility they will assume as senior leaders in the Corps. Continues focus on organizational leadership and introduces cadets to command and a commanders responsibilities. Membership in the Corps of Cadets is required.,,,"(1 Lec, 1 Crd)",
MGT,3954,Study Abroad,1-19,,,,Variable credit course,
MGT,3964,Field Study,1-19,,,,Variable credit course,
MGT,3974,Independent Study,1-19,,,,Variable credit course,
MGT,3984,Special Study,1-19,,,,Variable credit course,
MGT,4064,Developing Entrepreneurial Ventures,3,"Takes a cross-functional perspective on identifying and evaluating entrepreneurial opportunities, developing new ventures, and pursuing new venture strategies to compete in the marketplace. Explores business potentials of new venture ideas, examines new ventures feasibility, and develops business planning tools for the venture. Pre: Senior Standing.",MGT 3064,,"(3 Lec, 3 Crd)",
MGT,4084,Management Consulting,3,"Hands-on application of accounting, finance, marketing, management, information technology, and project management to actual business clients through on-site consultation with start-up and existing businesses and non-profits. Through classroom instruction, instructor coaching, and experiential studies, students will use the skills they have learned over several semesters to explore the field of management consulting. For the Management major with senior standing in the Management Consulting Option.",MGT 3304 or MGT 3404 and MGT 3614,,"(3 Lec, 3 Crd)",
MGT,4094,Startup: Commercialization of Innovation,3,"Work in interdisciplinary teams in an experiential environment replicating modern innovation environments. Engage in real world innovation commercialization opportunities.  Individual experiences and projects involving actual inventions, innovations, technologies, intellectual property (e.g. patents) and market opportunities.  Integrate design thinking, scientists, entrepreneurs, advisors and other potential collaborators. Create a representation of a plan for a minimum viable product for an innovative product or service based on customer and market feedback.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 10 Ethical Reasoning"
MGT,4314,International Management,3,"The course is designed to provide the student with familiarity concerning the unique problems, characteristics, and demands that face multinational managers and the international business community.  Junior standing required.",MGT 2314 or HTM 2314,,"(3 Lec, 3 Crd)",
MGT,4324,Business and Professional Ethics,3,"An inquiry into the fundamental norms of conduct in business and other professions and their justification in relation to the most important ethical theories.  Special attention will be given to moral problems such as the ethics of hiring and firing, bribery, and professional responsibility to society.",,,"(3 Lec, 3 Crd)","2 Critical Thinking Humanities, 10 Ethical Reasoning"
MGT,4334,Ethical Leadership and Corporate Social Responsibility,3,"Focus on the leadership role of managers in promoting ethics and corporate social responsibility in business today. Consideration of the overall role of business in society and specific business-society issues such as equity and identity at work, environmental pollution, consumer and employee concerns, corporate-community relations, and the activities of multinational corporations. Issues examined through conceptual frameworks of business ethics, corporate social responsibility, and leadership (especially servant leadership). Emphasis placed on students articulating analysis of such issues through written and oral communication.",,,"(3 Lec, 3 Crd)","1A Discourse Advanced, 7 Identity & Equity in U.S., 10 Ethical Reasoning"
MGT,4344,Productivity and Quality Leadership,3,"This course provides an introduction to leadership in the context of productivity and quality improvement.  It focuses on understanding the concepts and skills associated with contemporary management strategies and systems.  This course requires active student involvement and emphasizes participative leadership skills, data collection, qualitative problem solving, and communication processes. For Management majors only.  Senior standing required.",MGT 3304 or MGT 3404 and MGT 3324 and MGT 3604 and BIT 3414,,"(3 Lec, 3 Crd)",
MGT,4354,Leadership: Advances in Skills and Concepts,3,"This cornerstone course provides cutting-edge experiences, skills, and knowledge in leadership for students in the leadership minor.  Within an historical context that balances military, political, and business perspectives, four types of leadership will be examined: self-leadership, dyadic leadership, team leadership, and enterprise leadership.  Special emphasis will be placed on the specific skills, such as computer literacy and project management, required for leaders to succeed in modern, technologically oriented organizations.  Pre: Senior standing.",MGT 2354 or MGT 3304 or MGT 3404,,"(3 Lec, 3 Crd)",
MGT,4394,Strategic Management,3,"Senior-level capstone course to formulate and implement strategies to create and sustain competitive advantage. Emphasis on developing pragmatic and action-oriented general management skills that integrate across functional areas of the organization. Utilize various tools, concepts, and analytical framework to define and analyze strategic problems. Revisits business principles and practices covered in basic business courses. Pre: Senior standing.",( MGT 3304 or MGT 3404 ) and ( MKTG 3104 or MKTG 3104H ) and FIN 3104 and BIT 3414,FIN 3054,"(3 Lec, 3 Crd)",
MGT,4414,"Strategic Compensation, Benefits, and Rewards",3,"Strategic perspective on how decisions about employee compensation, benefits, and rewards help firms to implement business strategy and achieve competitive advantage. Basic compensation tools and analytic techniques used to design an internally aligned and externally competitive pay system in organizations. Individual and group level performance-based rewards that drive performance and achieve business objectives. Strategic choice of employee benefits aligned with organizational goals. Compensation-related laws and analysis of compensation data to ensure equity and legal compliance.",MGT 3334 or MGT 3344 or MGT 3424,,"(3 Lec, 3 Crd)",
MGT,4854,Analytics in Action,3,"Problem-solving framework and analytic techniques for solving messy, unstructured, high-impact, real-world organizational/societal problems within an interdisciplinary, intercultural, experiential learning context. Definition of problem scope, objectives, need for change, ethical concerns, and diversity and inclusion issues; identification of stakeholders and their values; evaluation of decision tradeoffs; problem decomposition and hypothesis formulation; project planning and administration; data versus user requirements, ethical and inclusive decision making, data collection, preparation, and analysis; team roles and management; professional communication of insights, policy and action recommendations.",,"BDS 2005 , CMDA 2014","(3 Lec, 3 Crd)","1A Discourse Advanced, 11 Intercultural&Global Aware."
MGT,4935,Cadet Citizen Leader Practicum,2,"4935:Students in the class learn practical strategies for leading teams to plan execute a project; project writing; applied dining etiquette; being a mentor to others, leadership through service learning and living a healthy lifestyle. A physical fitness laboratory compliments the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
